# DocID	SntID	English_Source	MT_Output	Segment-level_minimal_PE	Document-level_full_PE
50206	15362	&quot;She&apos;s hardly going to announce anything world-changing, is she?&quot;	「彼女は世界を変える何も発表しないだろうね？」	「彼女は世界を変えるような発表はしないだろうね？」	「彼女は世界を変えるような発表はしないでしょう？」
50206	15362-1	&quot; It&apos;s absolutely pathetic, isn&apos;t it?&quot;	「それは完全に哀れですね？」	「それはまったく哀れですね？」	「とても哀れですよね？」
50206	15363	The Charlotte Church Show has aired on Britain&apos;s Channel 4 since September 1, 2006.	シャーロット・チャーチ・ショーは２００６年９月１日以来英国のチャンネル４で放送されている。	シャーロット・チャーチ・ショーは、２００６年９月１日以来英国のチャンネル４で放送されている。	シャルロット・チャーチ・ショーは、２００６年９月１日以来英国のチャンネル４で放送されている。
52162	2580	Recently Canadian MP Belinda Stronach had an affair with Tie Domi, a former NHL player.	最近、カナダの国会議員ベリンダ・ストロナハは元ＮＨＬ選手のタイ・ドーミと浮気した。	カナダの国会議員ベリンダ・ストロナックは最近、元ＮＨＬ選手のタイ・ドミと浮気した。	カナダの国会議員ベリンダ・ストロナックは最近、元ＮＨＬ選手のタイ・ドミと浮気した。
52162	2581	She had refused to answer direct questions about her personal life.	彼女は私生活についての直接的な質問に答えることを拒否した。	彼女は私生活についての直接的な質問に答えることを拒否した。	彼女は私生活についての直接的な質問に答えることを拒否した。
52162	2582	Now for the first time since her affair, with Tie Domi, she sat down with CBC&apos;s George Stroumboulopoulos on his show The Hour to answer his questions about the affair, politics, and other topics during the nine minute chat, on October 9th.	タイ・ドーミとの浮気以来初めて、彼女は１０月９日の９分間のチャットの間に、ＣＢＣのジョージ・ストロウンブロプロスと一緒に、彼の番組ＴｈｅＨｏｕｒで、浮気、政治、そして他の話題についての彼の質問に答えた。	１０月９日、タイ・ドミとのスキャンダル以来初めて、彼女はＣＢＣのジョージ・ストロンボロポロスと共に座り、彼の番組Ｔｈｅ Ｈｏｕｒで、９分間のトークの間、スキャンダル、政治、その他の話題に関する質問に答えた。	１０月９日、タイ・ドミとのスキャンダル以降初めて、彼女はＣＢＣのジョージ・ストロンボロポロスと共に座り、彼の番組Ｔｈｅ Ｈｏｕｒで、９分間のトークの間、スキャンダル、政治、その他の話題に関する質問に答えた。
52162	2583	No transcripts of this interview are officially available but, a video (see CBC source below) can be viewed.	このインタビューの写しは公式には入手できないが、ビデオ（以下のＣＢＣの情報源を参照）を見ることができる。	このインタビューの記録は公式には入手できないが、ビデオ（以下のＣＢＣの情報源を参照）は閲覧可能である。	このインタビューの記録は公式には入手できないが、ビデオ（以下のＣＢＣの情報源を参照）は閲覧可能である。
52282	11614	Internet users on the Chinese-forums.com website report that the longtime block of Wikipedia by China has been at least temporarily lifted.	中国のフォーラム・ドット・コムのウェブサイトのインターネット・ユーザーは、中国によるウィキペディアの長い間のブロックが少なくとも一時的に解除されたと報告している。	インターネットユーザーがＣｈｉｎｅｓｅーｆｏｒｕｍｓ．ｃｏｍのウェブサイトで、中国による長期にわたるウィキペディアのブロックが少なくとも一時的に解除されたと報告している。	インターネットユーザーがＣｈｉｎｅｓｅーｆｏｒｕｍｓ．ｃｏｍのウェブサイトで、中国による長期にわたるウィキペディアのブロックが少なくとも一時的に解除されたと報告している。
52282	11615	Absent an announcement from the Chinese government, it&apos;s unclear what the conditions were that caused the site to be accessible from within China.	中国政府からの発表を除けば、サイトが中国国内からアクセスできるようになったのはどのような状況だったのかは不明である。	中国政府からの発表がないため、どのような状況でサイトが中国国内からアクセスできるようになったかは不明である。	中国政府からの発表がないため、どのような状況でサイトが中国国内からアクセスできるようになったかは不明である。
52282	11616	A blog by Wikipedia contributor Andrew Lih says that someone in &quot;Beijing emailed me saying he could suddenly start using Wikipedia again.	ウィキペディアの寄稿者アンドリュー・リーによるブログは、「北京の誰かが、突然ウィキペディアを使い始めるかもしれないと電子メールを送った」と言った。	ウィキペディアの寄稿者アンドリュー・リーによるブログで、「北京の何者かが、突然ウィキペディアがまた使えるようになったとメールを送ってきた」との投稿があった。	ウィキペディアの寄稿者アンドリュー・リーは、ブログで、「北京の何者かが、突然ウィキペディアがまた使えるようになったとメールを送ってきた」と投稿した。
52282	11617	He continued that &quot;from a Beijing China Netcom&apos;s residential DSL connection, the English language and other foreign language versions are now accessible, but the Chinese version is still blocked&quot;, noting that the Chinese-language version is the most important one to most Wikipedians in the country.	彼は「北京チャイニーズネットコムの住居用ＤＳＬ接続から、英語と他の外国語版は今でもアクセス可能であるが、中国語版はまだブロックされている」と続け、中国語版はその国の大部分のウィキペディア人にとって最も重要なものであると指摘した。	さらに彼は「北京のチャイナネットコム住居用ＤＳＬ接続から、英語版とその他の外国語版は今でもアクセス可能であるが、中国語版は依然ブロックされたままだ」と話し、中国語版は中国国内の多数のウィキペディア執筆者・編集者にとって最も重要なものであると指摘した。	さらに彼は「北京のチャイナネットコム住居用ＤＳＬ接続から、英語版とその他の外国語版は今でもアクセス可能であるが、中国語版は依然ブロックされたままだ」とし、中国語版は中国国内の多数のウィキペディア執筆者・編集者にとって最も重要なものであると指摘した。
52282	11618	The blog entry goes on to explain the finer points of China&apos;s blocking system, which is more complex than most media outlets suggest.	ブログのエントリは、多くのメディアが示唆するより複雑な中国の遮断システムのより細かい点を説明するために続く。	そのブログエントリでは、多くの報道機関が示唆するよりも複雑な中国のブロックシステムについて、より細かい点を説明し続けている。	このブログエントリでは、多くの報道機関が示唆するよりも複雑な中国のブロックシステムについて、より細かい点を説明し続けている。
52282	11619	Wikimedia head Jimmy Wales told Moneycontrol.com yesterday that, &quot;We don&apos;t know what they took offense to.&quot;	ウィキメディアのトップ、ジミー・ウェールズは昨日、Ｍｏｎｅｙｃｏｎｔｒｏｌ．ｃｏｍに、「我々は、彼らが何を攻撃したのか分からない」と語った。	ウィキメディアのトップ、ジミー・ウェールズは昨日、Ｍｏｎｅｙｃｏｎｔｒｏｌ．ｃｏｍに対し、「われわれは彼らが何に腹を立てているか分からない」と語った。	ウィキメディアのトップ、ジミー・ウェールズは昨日、Ｍｏｎｅｙｃｏｎｔｒｏｌ．ｃｏｍに対し、「われわれは彼らが何に腹を立てているか分からない」と語った。
52282	11620	&quot;We really don&apos;t intend to compromise the way Google did.&quot;	「私たちは本当にグーグルのやり方に妥協するつもりはない。」	「私たちはグーグルのやり方に妥協するつもりは全くない。」	「私たちはグーグルのやり方に妥協するつもりは全くない。」
52282	11621	&quot;I am trying to set up high-level meetings in China to state our case and explain why we should be unblocked.&quot;	「私は中国でハイレベルの会議を準備して、我々のケースを説明し、なぜ我々がブロック解除されるべきかを説明しようとしている。」	「私は、中国で高官レベルの会談を開いて我々のケースを説明し、ブロックが解除されるべき理由を説明しようとしている。」	「私は、中国で高官レベルの会談を開いて我々のケースを説明し、ブロックが解除されるべき理由を説明しようとしている。」
52282	11622	&quot;We have no idea what the result of that would be.&quot;	「私たちは、その結果が何になるか分からない。」	「私たちは、その結果がどうなるか分からない。」	「その結果がどうなるかは分からない。」
52282	11623	&quot;Wikipedia is not a haven for dissidents but an encyclopedia.&quot;	「ウィキペディアは反体制派の避難所ではなく、百科事典である。」	「ウィキペディアは反体制派の安息所ではなく、百科事典である。」	「ウィキペディアは反体制派の安息所ではなく、百科事典である。」
52282	11624	&quot;About 99.9 percent of Wikipedia has topics that are not of interest to the Chinese Government.&quot;	「約９９．９パーセントのウィキペディアは中国政府に関心のない話題を持っている。」	「ウィキペディアの約９９．９パーセントは中国政府が関心を持たないテーマだ。」	「ウィキペディアの約９９．９パーセントは中国政府が関心を持たないテーマだ。」
52282	11625	He also told the outlet, he stressed how such bans were blocking Chinese perspectives in the global media.	彼はアウトレットにも、そのような禁止が世界的なメディアの中国の見方を妨害していることを強調した。	彼は放送局にも、そのような禁止措置が世界メディアに対する中国の見方をどれほど妨害しているかを強調して伝えた。	彼は放送局にも、そのような禁止措置が世界メディアに対する中国の見方をどれほど妨害しているかを強調して伝えた。
52282	11626	The third block of Wikipedia, which was implemented 19 October 2005, was issued without explanation or an expected length.	２００５年１０月１９日に実施されたウィキペディアの第３のブロックは、説明も予想される長さもなく発行された。	２００５年１０月１９日に実施されたウィキペディアの３回目のブロックは、説明もなく実施され、また予想された長さでもなかった。	２００５年１０月１９日に実施されたウィキペディアの３回目のブロックは、説明もなく実施され、また予想された長さでもなかった。
52282	11627	Wikipedia has been blocked twice before, the first from 2-21 June 2004, due to the 15th anniversary of the Tian&apos;anmen Square Incident.	天安門事件の１５回目の記念日のために、ウィキペディアは２００４年６月２日から２１日にかけて最初の２回前にブロックされた。	ウィキペディアはこれまでに２度ブロックされたことがあり、１度目は天安門事件の１５周年のために、２００４年６月２日から２１日にかけて行われた。	ウィキペディアはこれまでに２度ブロックされたことがあり、１度目は天安門事件の１５周年のために、２００４年６月２日から２１日にかけて行われた。
52282	11628	A website called baidu.com runs a self-censored wiki-based encyclopedia website, called baidubaike.com, launched in April of this year.	ｂａｉｄｕ．ｃｏｍと呼ばれるウェブサイトは、今年４月に立ち上げられた、自己検閲されたｗｉｋｉベースの百科事典のウェブサイトｂａｉｄｕａｉｋｅ．ｃｏｍを運営している。	ウェブサイトｂａｉｄｕ．ｃｏｍは、今年４月に立ち上げられた、自己検閲付きのｗｉｋｉベースの百科事典のウェブサイトｂａｉｄｕｂａｉｋｅ．ｃｏｍを運営している。	ウェブサイトｂａｉｄｕ．ｃｏｍは、今年４月に立ち上げられた、自己検閲付きのｗｉｋｉベースの百科事典のウェブサイトｂａｉｄｕｂａｉｋｅ．ｃｏｍを運営している。
52282	11629	Wikipedia is a project of the Wikimedia Foundation, a non-profit organisation based out of St. Petersberg, Florida.	ウィキペディアは、フロリダ州サンクトペテルバーグに拠点を置く非営利団体であるウィキメディア財団のプロジェクトである。	ウィキペディアは、フロリダ州セントピーターズバーグに拠点を置く非営利団体であるウィキメディア財団のプロジェクトである。	ウィキペディアは、フロリダ州セントピーターズバーグに拠点を置く非営利団体であるウィキメディア財団のプロジェクトである。
52282	11630	Its 2007 annual convention, Wikimania, is set to take place in Taipei.	その２００７年の年次大会であるウィキマニアは、台北で開催される予定である。	その２００７年の年次大会であるウィキマニアは、台北で開催される予定である。	その２００７年の年次大会であるウィキマニアは、台北で開催される予定である。
54100	12683	A Palestinian teenager was killed and seven others, including six children, injured in an Israeli airstrike near a school in the town of Beit Lahiya, according to Dr. Muawiya Hassanin, a local emergency services official.	地元の救急サービス担当者であるムアウィヤ・ハッサニン博士によると、パレスチナのティーンエイジャーが死亡し、６人の子どもを含む他の７人がベイトラヒヤの町の学校近くでイスラエルの空爆で負傷した。	地元の救急サービス担当者であるムアーウィヤ・ハッサニン医師によると、ベイトラヒヤの学校近くでイスラエルの空爆によりパレスチナ人の１０代の若者が１人死亡し、その他６人の子どもを含む７人が負傷した。	地元の救急サービス担当者であるムアーウィヤ・ハッサニン医師によると、ベイトラヒヤの学校近くでイスラエルの空爆によりパレスチナ人の１０代の若者が１人死亡し、その他６人の子どもを含む７人が負傷した。
54100	12684	Israeli military officials said that the strike targeted militants who were retrieving a device used to fire missiles.	イスラエル軍当局者は、攻撃はミサイルを発射するために使われた装置を回収している戦士を狙ったと述べた。	イスラエル軍当局者は、ミサイル発射に使われた装置を回収している兵士を狙って攻撃したと述べた。	イスラエル軍当局者は、ミサイル発射に使われた装置を回収している兵士を狙って攻撃したと述べた。
54100	12685	Israel&apos;s incursions into northern Gaza, which are aimed at curbing rocket attacks by Palestinian militants, have killed over 50 people over the last six days.	パレスチナ過激派によるロケット攻撃を抑制することを目的としたイスラエルのガザ北部への侵入は、過去６日間で５０人以上を殺害した。	パレスチナ過激派によるロケット攻撃の抑制を目的としたイスラエルによるガザ北部への侵攻により、過去６日間で５０人以上が殺害された。	パレスチナ過激派によるロケット攻撃の抑制を目的としたイスラエルによるガザ北部への侵攻により、この６日間で５０人以上が殺害された。
54100	12686	Friday saw 17 killings, including the gunning down of two women outside a mosque in Beit Hanoun.	金曜日には、ベイト・ハヌーンのモスクの外での２人の女性の銃撃を含む１７人の殺害があった。	金曜日、ベイト・ハヌーンのモスクの外での２人の女性の射殺を含む１７人の殺害があった。	金曜日、ベイトハヌーンのモスクの外での２人の女性の射殺を含む１７人の殺害があった。
54100	12687	At least seven people, including a 12-year-old girl were killed by Israeli action on Saturday, and three others yesterday.	１２歳の少女を含む少なくとも７人が土曜日にイスラエルの行動で死亡し、他の３人は昨日死亡した。	土曜日、１２歳の少女を含む少なくとも７人がイスラエルの戦闘で死亡し、昨日はさらに３人が死亡した。	土曜日、１２歳の少女を含む少なくとも７人がイスラエルの軍事行動で死亡し、昨日はさらに３人が死亡した。
54100	12688	The Israeli Prime Minister Ehud Olmert denied that his country was planning to re-occupy Gaza, and said that the offensive is aimed at stopping rockets from being fired into Israel by Hamas militants.	イスラエルの首相エフード・オルメルトは、彼の国がガザを再び占領する予定であることを否定し、攻撃はハマスの戦士によってイスラエルに発射されるロケットを阻止することを目的としていると言った。	イスラエルのエフード・オルメルト首相は、イスラエルがガザを再び占領することを計画していることを否定し、攻撃はハマスの兵士によりイスラエルに発射されるロケットを阻止することを目的としていると話した。	イスラエルのエフード・オルメルト首相は、イスラエルがガザを再び占領することを計画していることを否定し、攻撃はハマスの過激派集団によりイスラエルに発射されるロケットを阻止することを目的としていると話した。
54100	12689	Palestinian Authority President Mahmoud Abbas has termed the incidents &quot;massacres&quot; and has called for the UN Security Council to discuss the issue.	パレスチナ自治政府のマハムード・アッバス議長は、事件を「大虐殺」と呼び、国連安全保障理事会にその問題を議論するよう要請した。	パレスチナ自治政府のマフムード・アッバース大統領は、その事件を「大虐殺」と呼び、国連安全保障理事会にこの問題を議論するよう要請した。	パレスチナ自治政府のマフムード・アッバース大統領は、その事件を「大虐殺」と呼び、国連安全保障理事会にこの問題を議論するよう要請した。
54100	12690	Israeli troops have regularly made incursions into Gaza following the capture of Gilad Shalit in June this year.	イスラエル軍は、今年６月にギラド・シャリットが拘束された後、ガザに定期的に侵入した。	イスラエル軍は、今年６月にギラド・シャリットが拘束されたあと、ガザへの侵入を定期的に行っている。	イスラエル軍は、今年６月にギラド・シャリットが拘束されたあと、ガザへの侵入を定期的に行っている。
5622	15915	The BBC&apos;s political debate show Question Time aired a special edition from Shanghai yesterday.	ＢＢＣの政治討論番組「質問時間」は昨日、上海から特別版を放送した。	ＢＢＣの政治討論番組「クエスチョン・タイム」は昨日、上海からの特別版を放送した。	ＢＢＣの政治討論番組「クエスチョン・タイム」は昨日、上海からの特別版を放送した。
5622	15916	This was the first time that a political show from the West was made in China.	西側からの政治番組が中国で作られたのはこれが初めてだった。	西側の政治番組が中国で作られたのはこれが初めてだった。	西側の政治番組が中国で制作されたのはこれが初めてだった。
5622	15917	The show was broadcast on BBC One and BBC World; however, it wasn&apos;t shown in China, as a condition of the programme amid fears that it would be inflammatory and present negative views of the government.	番組はＢＢＣワンとＢＢＣワールドで放送されたが、それが炎症を起こし、政府の否定的な見方を示すのではないかという恐れの中で、プログラムの条件として中国では放映されなかった。	その番組はＢＢＣ ＯｎｅとＢＢＣ Ｗｏｒｌｄで放送されたが、扇動的で政府の否定的な見方を示すのではないかと懸念されている中、番組の条件として中国では放映されなかった。	番組はＢＢＣ ＯｎｅとＢＢＣ Ｗｏｒｌｄで放送されたが、扇動的で政府の否定的な見方を示すのではないかと懸念されている中、番組の条件として中国では放映されなかった。
5622	15918	The panel contained the Chinese politician Liu Jianchao,who is the Chinese foreign ministry spokesman and Long Yongtu who is General Secretary for the Boao Forum for Asia, together with Chris Patten, the last Governor of Hong Kong, Isobel Hilton, a writer who has a large knowledge of China &amp; David Tang, fashion designer.	パネルには、中国外務省のスポークスマンである中国の政治家ＬｉｕＪｉａｎｃｈａｏと、アジアのためのＢｏａｏフォーラムの総書記であるＬｏｎｇＹｏｎｇｔｕが、香港の最後の知事であるクリス・パッテンと、中国とダビド・タンを深く知っている作家であるＩｓｏｂｅｌ・ヒルトンと一緒に含まれていた。	パネリストには、中国外務省の報道官である中国の政治家劉建超、ボアオ・アジア・フォーラムの事務局長である龍永図、香港の最後の知事であるクリストファー・パッテンと、中国をよく知る作家イザベル・ヒルトン、ファッションデザイナーのデビッド・タンが含まれていた。	パネリストには、中国外務省の報道官である中国の政治家劉建超、ボアオ・アジア・フォーラムの事務局長である龍永図、香港の最後の知事であるクリストファー・パッテンと、中国をよく知る作家イザベル・ヒルトン、ファッションデザイナーのデビッド・タンが登場した。
5622	15919	The audience contained a mixture of Chinese and Westerners together with people invited by the government.	聴衆は、政府に招かれた人々とともに中国人と欧米人の混合物を含んでいた。	聴衆には、政府に招かれた人々とともに、中国人と欧米人が混ざっていた。	観客には、政府に招かれた人々とともに、中国人と欧米人が混ざっていた。
5622	15920	The questions concerned, among other things, the next chief-executive of Hong Kong, China&apos;s attitudes toward Taiwan, whether China has growing problems concerning spoilt children, the growing human rights question, and whether China will economically overtake America in 20 years time.	問題は、香港の次の最高責任者、中国の台湾に対する姿勢、中国が子供の甘やかしに関する問題を増やしているのか、人権問題が増えているのか、そして中国が２０年後に経済的にアメリカを追い越すのか、などである。	とりわけ懸念される問題は、香港の次の行政長官、中国の台湾に対する姿勢、中国が甘やかされた子どもに関する問題を増やしているのかどうか、増加する人権問題、そして中国が２０年後に経済的にアメリカを追い越すのかどうか、などである。	とりわけ懸念される問題は、香港の次の行政長官、中国の台湾に対する姿勢、中国が甘やかされた子どもに関する問題を増やしているのかどうか、増加する人権問題、そして中国が２０年後に経済的にアメリカを追い越すのかどうか、である。
5622	15921	Many members of the audience liked the show and hoped a similar show will be broadcast in China, in a few years time.	聴衆の多くはショーを気に入り、似たようなショーが数年後に中国で放送されることを望んだ。	観客の多くがそのショーを気に入り、似たようなショーが数年以内に中国で放送されることを望んだ。	観客の多くが番組を気に入り、似たような番組が数年以内に中国で放送されることを望んだ。
5622	15922	The program, which was part of a week-long BBC focus on China, was hailed as a sign that China was becoming more liberal and accommodating to Western media presence and involvement in China.	そのプログラムは、中国に焦点を当てた１週間のＢＢＣの一環で、中国がよりリベラルになり、西側のメディアの存在と中国への関与に適応していることを示すものとして称賛された。	その番組は、ＢＢＣが１週間中国に焦点を当てたものの一部で、中国がよりリベラルになり、西側のメディアの存在と中国への関与を受け入れていることを示すものとして称賛された。	同番組は、ＢＢＣが１週間中国に焦点を当てたものの一部で、中国がよりリベラルになり、西側のメディアの存在と中国への関与を受け入れていることを示すものとして称賛された。
56727	7565	The New Zealand Department of Corrections is currently investigating allegations at the Rimutaka prison in Wellington, New Zealand.	ニュージーランド矯正局は現在、ニュージーランドのウェリントンにあるリムタカ刑務所での申し立てを調査している。	ニュージーランド矯正局は現在、ニュージーランドのウェリントンにあるリムタカ刑務所での申し立てを調査している。	ニュージーランド矯正省は現在、ニュージーランドのウェリントンにあるリムタカ刑務所での申し立てを調査している。
56727	7566	The prison guards have allegedly accepted monetary bribes from prisoners in exchange for drugs and cellphones.	刑務所の警備員は、麻薬と携帯電話と引き換えに囚人から金銭的な賄賂を受け取ったとされている。	刑務所の警備員は、薬物や携帯電話と引き換えに、囚人から金銭的な賄賂を受け取ったとされている。	刑務所の警備員は、薬物や携帯電話と引き換えに、囚人から金銭的な賄賂を受け取ったとされている。
56727	7567	Two former officers, Ingrid and Mark Rijniers, have handed over a collection of documents on their encounters while working at Rimutaka prison.	イングリッドとマーク・Ｒｉｊｎｉｅｒｓの元警官２人は、リムタカ刑務所で働いている間に、彼らの遭遇に関する文書のコレクションを引き渡した。	イングリッドとマーク・リニアの元警官２人は、リムタカ刑務所での勤務時に直面したことに関する文書を集めたものを引き渡した。	イングリッド・リニアとマーク・リニアの元警官２人は、リムタカ刑務所での勤務時に直面したことに関する文書を集めたものを引き渡した。
56727	7568	The pair, who were transferred from Holland, claim that Rimutaka prison is run by gang members who dominate the prison guards.	オランダから移送された２人は、リムタカ刑務所が刑務所の警備員を支配するギャングのメンバーによって運営されていると主張している。	オランダから移送された２人は、リムタカ刑務所は看守を支配するギャングのメンバーによって運営されていると主張している。	オランダから移送された２人は、リムタカ刑務所は看守を支配するギャングのメンバーによって運営されていると主張している。
56727	7569	They also claim that if the gang members don&apos;t get what they want they will intimidate and threaten the guards with their lives.	彼らはまた、ギャングのメンバーが彼らの望むものを手に入れることができなければ、彼らは脅迫し、彼らの命で警備員を脅かすだろうと主張している。	彼らはまた、ギャングのメンバーが自分たちの望むものを手に入れることができなければ、彼らは警備員に対して殺すと脅迫するだろうと主張している。	彼らはまた、ギャングのメンバーは自分たちの望むものを手に入れることができなければ、看守に対して殺すと脅迫するだろうと主張している。
56727	7570	However, Ingrid Rijniers is refusing to co-operate with the department because they refused to give her the money to return to Holland.	しかし、イングリッド・Ｒｉｊｎｉｅｒｓは、オランダに戻るためのお金を彼女に渡すことを拒否したために、その部署との協力を拒否している。	しかし、イングリッド・レイニアは、当局がオランダに戻るためのお金を彼女に渡すことを拒否したため、当局への協力を拒否している。	しかし、イングリッド・リニアは、オランダに帰国するための費用の提供を当局が拒否したため、当局への協力を拒否している。
56727	7571	The New Zealand Corrections Department says it is taking these claims seriously but has not yet found sufficient evidence to back up the claims.	ニュージーランド矯正局は、これらの主張を真剣に受け止めているが、その主張を裏付ける十分な証拠をまだ発見していないと述べている。	ニュージーランド矯正省は、これらの主張を真剣に受け止めているが、その主張を裏付ける十分な証拠がまだ発見されていないと述べている。	ニュージーランド矯正省は、これらの主張を真剣に受け止めているが、その主張を裏付ける十分な証拠がまだ発見されていないと述べている。
56727	7572	Simon Power, justice and corrections spokesman for the National party, said that the allegations are appalling and reflect heavily on the Corrections Department.	国家党の正義と訂正のスポークスマンであるサイモン・パワーは、申し立てはぞっとしていて、訂正部に大きく反映されていると言った。	国家党の法務と矯正の報道官であるサイモン・パワーは「申し立ては驚くべきもので、矯正庁に大きな悪影響を及ぼす」と述べた。	国家党の法務と矯正の報道官であるサイモン・パワーは「申し立ては驚くべきもので、矯正庁に大きな悪影響を及ぼす」と述べた。
56727	7573	Mr Powers said that Barry Matthews, chief executive of the Department of Corrections, does not know what is happening in his prisons.	パワー氏は、矯正省の最高責任者であるバリー・マシューズが刑務所で何が起こっているのか知らないと言った。	パワー氏は、矯正省の最高責任者であるバリー・マシューズが刑務所で何が起こっているのか把握していないと話した。	パワー氏は、矯正省の最高責任者であるバリー・マシューズが刑務所で何が起こっているのか把握していないと話した。
56727	7574	&quot;That means the Minister, Damien O&apos;Connor, will be equally clueless.&quot;	「それは、大臣のダミアン・オコナーも同様に不可解であることを意味する。」	「つまり、ダミアン・オコナー大臣も同様に無知ということになる。」	「つまり、ダミアン・オコナー大臣も同様に無知ということになる。」
56727	7575	Twelve percent of 1,043 prisoners who were tested for drugs from the start of this year until June, tested positive for drugs.	今年の初めから６月までに薬の検査を受けた１，０４３人の囚人のうち１２パーセントが、薬の検査で陽性だった。	今年の初めから６月までにドラッグの検査を受けた１０４３人の囚人のうち１２パーセントが、ドラッグ検査で陽性だった。	今年の初めから６月までに薬物の検査を受けた１０４３人の囚人のうち１２パーセントに陽性反応が出た。
56727	7576	Most of the drugs taken was marijuana while fourteen tested positive for &quot;P&quot;.	摂取された薬のほとんどはマリファナで、１４人が「Ｐ」に対して陽性であった。	摂取されたドラッグのほとんどはマリファナで、１４人が「Ｐ」に対して陽性であった。	摂取された薬物のほとんどはマリファナで、１４人が「Ｐ」に対して陽性であった。
56727	7577	In addition, a teenage prisoner, Liam Ashley, was recently strangled to death in a prison van by a much older adult prisoner.	加えて、１０代の囚人リアム・アシュリーは、最近、ずっと年上の大人の囚人によって刑務所のバンで絞首刑になった。	加えて、１０代の囚人リアム・アシュリーは最近、はるかに年上の大人の囚人によって刑務所のトラックの中で首を絞めて殺害された。	加えて、１０代の囚人リアム・アシュリーは最近、はるかに年上の大人の囚人によって刑務所のトラックの中で首を絞めて殺害された。
56727	7578	Mr Power said that with all these new claims emerging, Mr O&apos;Conner should resign as the minister of corrections.	パワー氏は、これらすべての新たな主張が出てきたので、オコナー氏は訂正大臣を辞任すべきだと言った。	パワー氏は、これらすべての新たな主張の出現により、オコナー氏は矯正省大臣を辞任すべきだと話した。	パワー氏は、これらすべての新たな主張の出現により、オコナー氏は矯正大臣を辞任すべきだと話した。
58183	19604	The Pentagon has confirmed that US forces began an on-going operation of airstrikes in southern Somalia on Monday, and that the attacks, targeted at Islamic militia, are continuing.	ペンタゴンは、米国軍が月曜日にソマリア南部で継続中の空爆を開始し、イスラム民兵を標的とした攻撃が継続していることを確認した。	米国国防総省は、米軍が月曜日にソマリア南部で進行中の空爆を開始し、イスラム民兵を標的とした攻撃が継続していることを確認した。	米国国防総省は、米軍が月曜日にソマリア南部で進行中の空爆を開始し、イスラム民兵を標的とした攻撃が継続していることを確認した。
58183	19605	Somalia&apos;s president had earlier said that the United States was pursuing suspects of the 1998 United States embassy bombings.	ソマリアの大統領は以前、米国が１９９８年のアメリカ大使館爆破事件の容疑者を追跡していると述べていた。	ソマリアの大統領は以前、米国が１９９８年のアメリカ大使館爆破事件の容疑者を追跡していると述べていた。	ソマリアの大統領は以前、米国が１９９８年のアメリカ大使館爆破事件の容疑者を追跡していると述べていた。
58183	19606	It is believed that the militants are sheltering the suspects.	武装勢力は容疑者を保護していると考えられている。	武装勢力が容疑者をかくまっていると考えられている。	武装勢力が容疑者をかくまっていると考えられている。
58183	19607	An attack against Ras Kamboni — a remote island near the Kenyan border, represents the first American involvement in the tumultuous country since the the 1993 operation that resulted in the deaths of as many as 1,500 Somali militiamen and civilians.	ケニア国境近くの人里離れた島であるラス・カンボニへの攻撃は、１９９３年の作戦以来、１５００人ものソマリアの民兵と民間人が死亡した最初の米国の混乱した国への関与である。	ケニア国境近くの人里離れた島であるラス・カンボニへの攻撃は、１５００人ものソマリアの民兵と民間人が死亡した１９９３年の作戦以来初めての、混乱した国に対する米国の関与である。	ケニア国境近くの人里離れた島であるラス・カンボニへの攻撃は、１５００人ものソマリアの民兵と民間人が死亡した１９９３年の作戦以降初めての、混乱した国に対する米国の関与である。
58183	19608	A Somali Defence Ministry official has additionally reported that American helicopters launched an attack against ICU fighters in Afmadow, a city near the Kenyan border, 350 kilometres southwest of Mogadishu.	ソマリア防衛省の当局者は、米国のヘリコプターがモガディシュの南西３５０キロメートルにあるケニア国境近くの都市アフマドウでＩＣＵの兵士に対して攻撃を開始したと、追加的に報告した。	ソマリア防衛省の当局者は、米国のヘリコプターがモガディシュの南西３５０キロメートルにあるケニア国境近くの都市アフマドゥーでＩＣＵの兵士に対して攻撃を開始した、と追加で報告した。	ソマリア防衛省の当局者は、米国のヘリコプターがモガディシュの南西３５０キロメートルにあるケニア国境近くの都市アフマドゥーでＩＣＵの兵士に対して攻撃を開始した、と追加で報告した。
58183	19609	The AC-130 gunship attack killed an unknown number of civilians, alternatingly reported as 4, 19 or 31.	ＡＣ−１３０の銃器攻撃は未知の数の民間人を殺害し、交互に４、１９、３１と報告された。	ＡＣ−１３０の銃器攻撃により数えきれないほどの民間人が殺害され、４、１９、３１と代わる代わる報告された。	ＡＣ−１３０の銃器攻撃により数えきれないほどの民間人が殺害され、人数は４人、１９人、３１人と代わる代わる報告された。
59277	14819	Villagers near the town of Goroka in the jungle-covered highlands about 400 kilometres north of the capital Port Moresby in Papua New Guinea killed four women they believed to be witches.	パプアニューギニアの首都ポート・モレスビーの北約４００キロメートルにあるジャンクルで覆われた高地のゴロカの町の近くの村人は、魔女だと思われる４人の女性を殺害した。	パプアニューギニアの首都ポート・モレスビーの北約４００キロメートルにある、ジャンクルで覆われた高地のゴロカの町の近くの村人が、彼らが魔女だと信じる４人の女性を殺害した。	パプアニューギニアの首都ポート・モレスビーの北約４００キロメートルにある、ジャンクルで覆われた高地のゴロカの町の近くの村人が、彼らが魔女だと信じる４人の女性を殺害した。
