# ID	DocID	SntID	ExID	Pre	Post	Q1	Q2	Q2-info	Q3
404	28193	7232	1	ナコーンシータマラート	ナコーンシータマラート県	o	x	NE	X07
405	28193	7232	2	ムアン地区	ムアン郡	o	x	NE	X07
406	28193	7234	1	タイ湾	タイランド湾	o	x	NE	X07
407	44704	10170	1	[空白]	この	x	o	n/a	X01
408	4770	16982	1	その機会に	今回の試合で	x	o	n/a	X16
409	4770	16983	1	多くの人	多く	o	o	n/a	X16
410	4770	16983	2	試合が行われた〜に合わせて	試合に向けて〜に合う	o	o	n/a	X03
411	4770	16983	3	〜した	〜していた	o	o	n/a	X03
412	64528	14124	1	数か月	数カ月	o	x	スタイル	X14
413	64528	14127	1	[数字]	[数字]床	o	x	スタイル	X14
414	64528	14127	2	維持し	保持し	o	o	n/a	X03
415	75158	4519	1	ｍ	メートル	o	x	スタイル	X14
416	75158	4528	1	これ	爆発	x	o	n/a	X16
417	75158	4528	2	必要があります	必要がある	o	x	スタイル	X14
418	77827	14696	1	保線工事	トラックワーク	x	x	専門知識	X03
419	77827	14699	1	レース	競馬	o	x	スタイル	X14
420	77827	14699	2	、	[空白]	o	o	n/a	X13
421	77827	14700	1	ヴィクトリア	ビクトリア州	o	x	NE	X07
422	77827	14702	1	１２ヶ月	１２カ月	o	x	スタイル	X14
423	77827	14704	1	馬が静止していることを確実にする	確実に馬を静止させておく	o	o	n/a	X04b
424	77827	14705	1	レース	競馬	o	x	スタイル	X14
425	77827	14705	2	タッタソール	タッターソール	o	x	NE	X07
426	77827	14707	1	タッタソール	タッターソール	o	x	NE	X07
427	77827	14708	1	[社名]	[社名]社	o	x	スタイル	X14
428	81976	12367	1	４０００あまりの青いもの	４０００本あまりの青色の傘	x	o	n/a	X16
429	81976	12368	1	湯家驊	ロニー・トン	o	x	NE,スタイル	X07
430	81976	12368	2	投票率	参加者数	x	o	n/a	X03
431	81976	12372	1	全民主主義者	泛民主派	x	x	NE,スタイル	X07
432	84463	539	1	[空白]	自体	o	o	n/a	X16
433	84463	539	2	が	は	o	o	n/a	X16
434	98618	11873	1	そのような作品	大胆な作品	o	o	n/a	X16
435	98618	11873	2	デザイナーからも	デザイナーのものにも	o	o	n/a	X04b
436	98618	11873	3	大胆なデザイン	そうしたデザイン	o	o	n/a	X16
437	99667	18997	1	我々	われわれ	o	x	スタイル	X14
438	99667	18997	2	価値観の侮辱	価値観への侮辱	o	o	n/a	X03
439	999	6214	1	[空白]	（キム・ジョンイル）	x	x	スタイル	X07
440	999	6216	1	（キム・ジョンイル）	[空白]	x	o	n/a	X07
441	999	6217	1	公式タイトル	公式の敬称	o	o	n/a	X03
442	999	6221	1	これらが	[空白]	o	o	n/a	X16
443	999	6223	1	彼	金総書記	x	o	n/a	X16
444	999	6227	1	〜であった	〜である	o	o	n/a	X03
445	1005448	17245	1	〜は〜を発見した	〜によって〜が発見された	o	o	n/a	X04b
446	1005448	17245	2	〜に向かう〜の証拠	〜に〜が使用されている証拠	o	o	n/a	X04b
447	1005448	17250	1	それ	同団体	x	o	n/a	X16
448	1005448	17251	1	それ	同団体	x	o	n/a	X16
449	1005448	17251	2	[空白]	この	x	o	n/a	X01
450	1005448	17251	3	様々な〜を〜している	〜を多数〜している	o	o	n/a	X04b
451	1005448	17252	1	その慈善団体	コミック・リリーフ	x	o	n/a	X16
452	1005448	17253	1	[空白]	「	o	o	n/a	X09
453	119156	7616	1	超ランナー	ウルトラランナー	x	x	用語	X07
454	119156	7616	2	リチャード・ウェーバー	リチャード・ウェバー	o	x	NE	X07
455	119156	7630	1	（ウェイクフィールド近く）	（ウェイクフィールドの近く）	o	o	n/a	X15
456	119156	7633	1	〜た	〜ている	x	o	n/a	X03
457	19746	15726	1	その結果	結果として	x	o	n/a	X03
458	19746	15726	2	紙巻大麻	大麻を紙で巻いたもの	o	x	情報レベルの制御	X14
459	19746	15726	3	劇場	演劇	x	x	専門知識	X03
460	19746	15726	4	〜自体	〜そのもの	o	o	n/a	X08
461	19746	15726	5	促している	促すこととなっている	o	o	n/a	X04b
462	24312	15520	1	[空白]	（ＮＬＣＳ）	x	x	スタイル	X07
463	24312	15526	1	ナショナルリーグチャンピオンシップシリーズ	ＮＬＣＳ	x	x	NE,スタイル	X07
464	24312	15526	2	第７戦	第７試合	o	x	専門知識	X04b
465	24312	15526	3	〜を必要としなかった	〜を行う必要がなくなった	o	x	専門知識	X04b
466	24312	15527	1	ナショナルリーグ優勝決定シリーズ	ＮＬＣＳ	x	x	NE,スタイル	X07
467	24312	15527	2	〜に対して	〜を	o	o	n/a	X03
468	24312	15527	3	〜で〜に	〜となった〜に	o	x	専門知識	X04b
469	24312	15534	1	３対０	３勝０敗	o	x	専門知識	X03
470	24312	15534	2	[空白]	は	o	o	n/a	X15
471	24312	15534	3	３対４	３勝４敗	o	x	専門知識	X03
472	24312	15534	4	[空白]	史上最多で	o	o	n/a	X01
473	24312	15534	5	〜と組んで	〜と並び	o	x	専門知識	X03
474	24312	15534	6	[空白]	生涯で	o	o	n/a	X01
475	24312	15534	7	３３回目のポストシーズン	ポストシーズン33回目	o	x	専門知識	X03
476	24312	15534	8	スタートを切る	先発登板を行う	o	x	専門知識	X03
477	24312	15536	1	６回出場	６度先発	o	x	専門知識	X03
478	24312	15536	2	４対０	４勝０敗	o	x	専門知識	X03
479	24312	15536	3	ゲーム３	第３試合	o	x	専門知識	X04b
480	24312	15536	4	〜が開始される	〜に先発する	o	x	専門知識	X03
481	24312	15537	1	３度の先発での決定無しに	３度先発して勝ち負けがついておらず	o	x	専門知識	X03
482	24312	15537	2	３度の	３試合	o	x	専門知識	X04b
483	24312	15538	1	〜のホームランを許して	〜にホームランを許して	o	o	n/a	X15
484	24312	15544	1	そこに出る	マウンドに上がる	x	x	専門知識	X16
485	24312	15550	1	です	だ	o	x	スタイル	X14
486	24312	15550	2	あります	ある	o	x	スタイル	X14
487	24312	15555	1	スタートする	先発する	o	x	専門知識	X03
488	27149	7888	1	は	が	x	o	n/a	X16
489	27149	7888	2	その家族を退去させ	その住宅の安全を確保し	o	o	n/a	X03
490	27149	7893	1	ノースレディング警察	ノース・レディング警察	o	x	NE	X07
491	62010	12709	1	切符	券	x	o	n/a	X03
492	62010	12710	1	もう一つのチケット	もう１枚のチケット	o	o	n/a	X08
493	62010	12710	2	チケット	当選券	x	o	n/a	X03
494	62010	12710	3	"..."	「...」	o	x	スタイル	X14
495	62010	12711	1	チケット	宝くじ	x	o	n/a	X03
496	62010	12712	1	抽せん	抽選	o	x	スタイル	X14
497	62010	12714	1	チケット	当選券	x	o	n/a	X03
498	62010	12715	1	多州宝くじ	複数州宝くじ	o	x	専門知識	X03
499	79874	19667	1	ウェールズの	ウェールズは	o	o	n/a	X15
500	79874	19674	1	ドワーティ・カルドーゾ・ピント	ドゥアルテ・カルドーゾ・ピント	o	x	NE	X07
501	79874	19680	1	クリス・ラサム	クリス・レイサム	o	x	NE	X07
502	79874	19683	1	ローナン・オガラ	ローナン・オガーラ	o	x	NE	X07
503	86992	10206	1	Dark Floores	ダーク・フロアズ	o	x	NE,スタイル	X04a
504	86992	10206	2	Beast Loose in Paradise	ビースト・ルース・イン・パラダイス	o	x	NE,スタイル	X04a
505	86992	10210	1	Ｓｔｕｄｓ ａｎｄ Ｌｅａｔｈｅｒ	スタッズ・アンド・レザー	o	x	NE,スタイル	X04a
506	86992	10212	1	ＫＩＳＳ	キッス	o	x	NE,スタイル	X04a
507	86992	10212	2	Ｃｒｅａｔｕｒｅｓ ｏｆ ｔｈｅ Ｎｉｇｈｔ	クリーチャーズ・オブ・ザ・ナイト	o	x	NE,スタイル	X04a
508	86992	10212	3	[空白]	「...」	o	x	スタイル	X14
509	86992	10213	1	Ｏｚｚｆｅｓｔ	オズフェスト	o	x	NE,スタイル	X04a
510	86992	10213	2	Ｂｅａｓｔ Ｌｏｏｓｅ ｉｎ Ｐａｒａｄｉｓｅ	ビースト・ルース・イン・パラダイス	o	x	NE,スタイル	X04a
511	86992	10213	3	Ｓｔｕｄｓ ａｎｄ Ｌｅａｔｈｅｒ	スタッズ・アンド・レザー	o	x	NE,スタイル	X04a
512	86992	10215	1	[空白]	「...」	o	x	スタイル	X14
513	86992	10215	2	Aメロ	Ａメロ	o	x	スタイル	X14
514	86992	10216	1	Ｏｚｚｆｅｓｔ ツアー	オズフェスト・ツアー	o	x	NE,スタイル	X04a
515	86992	10216	2	Ｔｙｐｅ ０ Ｎｅｇａｔｉｖｅ	タイプ・オー・ネガティブ	o	x	NE,スタイル	X04a
516	86992	10217	1	『...』	「...」	o	x	スタイル	X14
517	86992	10217	2	Ｓｏｕｎｄｉ	サウンディ	o	x	NE,スタイル	X04a
518	86992	10217	3	『...』	「...」	o	x	スタイル	X14
519	86992	10217	4	Ｔｈｅ Ａｒｏｃａｌｙｐｓｅ	ジ・アロカリプス	o	x	NE,スタイル	X04a
520	86992	10218	1	我々	われわれ	o	x	スタイル	X14
521	86992	10219	1	Beast Loose in Paradise	ビースト・ルース・イン・パラダイス	o	x	NE,スタイル	X04a
522	86992	10219	2	[空白]	な	o	o	n/a	X15
523	86992	10221	1	[空白]	「...」	o	x	スタイル	X14
524	86992	10221	2	[空白]	「...」	o	x	スタイル	X14
525	86992	10221	3	ヘヴンズ・オン・ファイア	ヘヴンズ・オン・ファイアー	o	x	NE	X07
526	86992	10221	4	KISS	キッス	o	x	NE,スタイル	X04a
527	86992	10221	5	[空白]	「...」	o	x	スタイル	X14
528	86992	10221	6	Accept	アクセプト	o	x	NE,スタイル	X04a
529	86992	10221	7	〜が合わさったような曲	〜を合わせたような曲	o	o	n/a	X15
